codigo_localidad,anio,casos,sexo,mes,dia_semana,rango_hora,tipo_accidente,circunstancia,condicion_victima,medio_transporte,localidad,ciclo_vital
0,2022,1,Hombre,noviembre,martes,21:00 a 23:59,Choque,Sin información,Conductor,Motocicleta,Sin localidad específica,(29 a 59) Adultez
0,2022,1,Hombre,junio,martes,Sin información,Choque,Sin información,Conductor,Motocicleta,Sin localidad específica,(29 a 59) Adultez
0,2022,1,Hombre,septiembre,martes,Sin información,Choque,Sin información,Conductor,Motocicleta,Sin localidad específica,(29 a 59) Adultez
0,2022,1,Hombre,mayo,martes,06:00 a 08:59,Volcamiento,Exceso de velocidad,Conductor,Motocicleta,Sin localidad específica,(29 a 59) Adultez
0,2022,1,Hombre,marzo,sábado,00:00 a 02:59,Choque,Desobedecer señales de tránsito,Conductor,Motocicleta,Sin localidad específica,(18 a 28) Juventud
7,2022,1,Hombre,abril,martes,00:00 a 02:59,Choque,Malas condiciones climáticas,Conductor,Motocicleta,Bosa,(18 a 28) Juventud
0,2022,1,Mujer,septiembre,miércoles,Sin información,Choque,Sin información,Pasajero,Motocicleta,Sin localidad específica,(29 a 59) Adultez
0,2022,1,Hombre,abril,sábado,03:00 a 05:59,Choque,Sin información,Conductor,Motocicleta,Sin localidad específica,(29 a 59) Adultez
0,2022,1,Mujer,noviembre,jueves,06:00 a 08:59,Choque,Sin información,Conductor,Motocicleta,Sin localidad específica,(29 a 59) Adultez
3,2022,1,Hombre,agosto,viernes,15:00 a 17:59,Volcamiento,Pasar en semáforo en rojo,Conductor,Motocicleta,Santa Fe,(29 a 59) Adultez
1,2022,1,Hombre,febrero,miércoles,06:00 a 08:59,Choque,Desobedecer señales de tránsito,Conductor,Motocicleta,Usaquén,(29 a 59) Adultez
0,2022,1,Hombre,noviembre,jueves,06:00 a 08:59,Choque,Exceso de velocidad,Conductor,Motocicleta,Sin localidad específica,(18 a 28) Juventud
0,2022,1,Hombre,abril,sábado,Sin información,Choque,Sin información,Conductor,Motocicleta,Sin localidad específica,(29 a 59) Adultez
0,2022,1,Hombre,marzo,jueves,03:00 a 05:59,Choque,Sin información,Conductor,Motocicleta,Sin localidad específica,(29 a 59) Adultez
0,2022,1,Hombre,enero,sábado,00:00 a 02:59,Choque,Desobedecer señales de tránsito,Conductor,Motocicleta,Sin localidad específica,(18 a 28) Juventud
9,2022,1,Hombre,julio,domingo,03:00 a 05:59,Choque,Desobedecer señales de tránsito,Conductor,Motocicleta,Fontibón,(18 a 28) Juventud
0,2022,1,Hombre,septiembre,jueves,06:00 a 08:59,Choque,Sin información,Conductor,Motocicleta,Sin localidad específica,(29 a 59) Adultez
0,2022,1,Hombre,abril,sábado,21:00 a 23:59,Choque,Pasar en semáforo en rojo,Conductor,Motocicleta,Sin localidad específica,(18 a 28) Juventud
0,2022,1,Hombre,noviembre,jueves,03:00 a 05:59,Choque,Sin información,Conductor,Motocicleta,Sin localidad específica,(18 a 28) Juventud
4,2022,1,Hombre,septiembre,sábado,Sin información,Choque,Desobedecer señales de tránsito,Conductor,Motocicleta,San Cristóbal,(18 a 28) Juventud
11,2022,1,Hombre,mayo,lunes,03:00 a 05:59,Choque,Sin información,Conductor,Motocicleta,Suba,(29 a 59) Adultez
0,2022,1,Mujer,abril,viernes,12:00 a 14:59,Choque,Sin información,Conductor,Motocicleta,Sin localidad específica,(18 a 28) Juventud
0,2022,1,Mujer,agosto,martes,Sin información,Caída del ocupante,Exceso de velocidad,Pasajero,Motocicleta,Sin localidad específica,(29 a 59) Adultez
6,2022,1,Hombre,diciembre,jueves,06:00 a 08:59,Choque,Sin información,Conductor,Motocicleta,Tunjuelito,(29 a 59) Adultez
19,2022,1,Hombre,noviembre,martes,06:00 a 08:59,Choque,Sin información,Conductor,Motocicleta,Ciudad Bolívar,(18 a 28) Juventud
0,2022,1,Mujer,enero,sábado,09:00 a 11:59,Choque,Sin información,Pasajero,Motocicleta,Sin localidad específica,(29 a 59) Adultez
18,2022,1,Hombre,junio,sábado,21:00 a 23:59,Choque,Desobedecer señales de tránsito,Conductor,Motocicleta,Rafael Uribe Uribe,(18 a 28) Juventud
0,2022,1,Mujer,mayo,viernes,03:00 a 05:59,Choque,Sin información,Conductor,Motocicleta,Sin localidad específica,(18 a 28) Juventud
0,2022,1,Mujer,diciembre,sábado,06:00 a 08:59,Choque,Sin información,Pasajero,Motocicleta,Sin localidad específica,(29 a 59) Adultez
13,2022,1,Hombre,junio,jueves,Sin información,Choque,Sin información,Conductor,Motocicleta,Teusaquillo,(18 a 28) Juventud
0,2022,1,Mujer,junio,jueves,18:00 a 20:59,Choque,Sin información,Conductor,Motocicleta,Sin localidad específica,(18 a 28) Juventud
18,2022,1,Hombre,julio,domingo,Sin información,Choque,Sin información,Conductor,Motocicleta,Rafael Uribe Uribe,(18 a 28) Juventud
0,2022,1,Hombre,julio,miércoles,03:00 a 05:59,Choque,Sin información,Conductor,Motocicleta,Sin localidad específica,(18 a 28) Juventud
14,2022,1,Hombre,agosto,jueves,Sin información,Choque,Sin información,Conductor,Motocicleta,Los Mártires,(18 a 28) Juventud
18,2022,1,Hombre,octubre,sábado,12:00 a 14:59,Choque,Sin información,Conductor,Motocicleta,Rafael Uribe Uribe,(18 a 28) Juventud
18,2022,1,Hombre,marzo,viernes,09:00 a 11:59,Choque,Sin información,Conductor,Motocicleta,Rafael Uribe Uribe,(18 a 28) Juventud
18,2022,1,Hombre,enero,domingo,15:00 a 17:59,Choque,Sin información,Conductor,Motocicleta,Rafael Uribe Uribe,(18 a 28) Juventud
21,2022,1,Hombre,diciembre,viernes,Sin información,Choque,Desobedecer señales de tránsito,Conductor,Motocicleta,Sin dato,(Más de 60) Adulto Mayor
0,2022,1,Hombre,abril,viernes,00:00 a 02:59,Sin información,Sin información,Conductor,Motocicleta,Sin localidad específica,(29 a 59) Adultez
10,2022,1,Hombre,octubre,jueves,18:00 a 20:59,Volcamiento,Exceso de velocidad,Conductor,Motocicleta,Engativá,(29 a 59) Adultez
11,2022,1,Mujer,junio,jueves,18:00 a 20:59,Choque,Sin información,Conductor,Motocicleta,Suba,(18 a 28) Juventud
8,2022,1,Hombre,julio,miércoles,00:00 a 02:59,Volcamiento,Exceso de velocidad,Conductor,Motocicleta,Kennedy,(18 a 28) Juventud
8,2022,1,Mujer,diciembre,sábado,06:00 a 08:59,Choque,Sin información,Pasajero,Motocicleta,Kennedy,(29 a 59) Adultez
1,2022,1,Hombre,julio,miércoles,21:00 a 23:59,Choque,Malas condiciones de la vía,Conductor,Motocicleta,Usaquén,(18 a 28) Juventud
0,2022,1,Hombre,agosto,sábado,Sin información,Choque,Sin información,Conductor,Motocicleta,Sin localidad específica,(29 a 59) Adultez
19,2022,1,Hombre,agosto,miércoles,03:00 a 05:59,Choque,Sin información,Conductor,Motocicleta,Ciudad Bolívar,(29 a 59) Adultez
8,2022,1,Hombre,septiembre,domingo,18:00 a 20:59,Choque,Sin información,Conductor,Motocicleta,Kennedy,(29 a 59) Adultez
0,2022,1,Hombre,junio,domingo,Sin información,Choque,Desobedecer señales de tránsito,Conductor,Motocicleta,Sin localidad específica,(29 a 59) Adultez
0,2022,1,Hombre,marzo,viernes,21:00 a 23:59,Choque,Sin información,Conductor,Motocicleta,Sin localidad específica,(18 a 28) Juventud
0,2022,1,Mujer,agosto,sábado,21:00 a 23:59,Choque,Sin información,Pasajero,Motocicleta,Sin localidad específica,(29 a 59) Adultez
19,2022,1,Hombre,julio,sábado,03:00 a 05:59,Choque,Embriaguez (Alcohólica y no alcohólica),Conductor,Motocicleta,Ciudad Bolívar,(29 a 59) Adultez
0,2022,1,Hombre,abril,martes,09:00 a 11:59,Choque,Sin información,Conductor,Motocicleta,Sin localidad específica,(18 a 28) Juventud
0,2022,1,Hombre,junio,miércoles,Sin información,Volcamiento,Sin información,Conductor,Motocicleta,Sin localidad específica,(Más de 60) Adulto Mayor
8,2022,1,Hombre,agosto,lunes,Sin información,Choque,Sin información,Conductor,Motocicleta,Kennedy,(18 a 28) Juventud
7,2022,1,Mujer,diciembre,jueves,06:00 a 08:59,Choque,Sin información,Conductor,Motocicleta,Bosa,(29 a 59) Adultez
0,2022,1,Hombre,diciembre,miércoles,09:00 a 11:59,Choque,Sin información,Pasajero,Motocicleta,Sin localidad específica,(12 a 17) Adolescencia
0,2022,1,Hombre,noviembre,martes,03:00 a 05:59,Caída del vehículo a un precipicio,Sin información,Conductor,Motocicleta,Sin localidad específica,(18 a 28) Juventud
8,2022,1,Hombre,abril,viernes,Sin información,Choque,Sin información,Conductor,Motocicleta,Kennedy,(29 a 59) Adultez
19,2022,1,Hombre,octubre,lunes,06:00 a 08:59,Choque,Exceso de velocidad,Conductor,Motocicleta,Ciudad Bolívar,(29 a 59) Adultez
10,2022,1,Hombre,marzo,martes,21:00 a 23:59,Choque,Exceso de velocidad,Conductor,Motocicleta,Engativá,(29 a 59) Adultez
8,2022,1,Hombre,septiembre,sábado,Sin información,Choque,Malas condiciones de la vía,Conductor,Motocicleta,Kennedy,(18 a 28) Juventud
5,2022,1,Hombre,diciembre,viernes,21:00 a 23:59,Choque,Desobedecer señales de tránsito,Conductor,Motocicleta,Usme,(18 a 28) Juventud
16,2022,1,Hombre,noviembre,sábado,03:00 a 05:59,Choque,Embriaguez (Alcohólica y no alcohólica),Conductor,Motocicleta,Puente Aranda,(29 a 59) Adultez
0,2022,1,Hombre,noviembre,sábado,18:00 a 20:59,Choque,Exceso de velocidad,Conductor,Motocicleta,Sin localidad específica,(29 a 59) Adultez
0,2022,1,Hombre,junio,sábado,21:00 a 23:59,Choque,Desobedecer señales de tránsito,Conductor,Motocicleta,Sin localidad específica,(18 a 28) Juventud
8,2022,1,Mujer,enero,miércoles,Sin información,Caída del ocupante,Sin información,Pasajero,Motocicleta,Kennedy,(29 a 59) Adultez
0,2022,1,Hombre,febrero,sábado,12:00 a 14:59,Choque,Desobedecer señales de tránsito,Conductor,Motocicleta,Sin localidad específica,(29 a 59) Adultez
0,2022,1,Hombre,abril,sábado,Sin información,Choque,Sin información,Conductor,Motocicleta,Sin localidad específica,(18 a 28) Juventud
19,2022,1,Hombre,noviembre,miércoles,Sin información,Choque,Sin información,Conductor,Motocicleta,Ciudad Bolívar,(12 a 17) Adolescencia
3,2022,1,Mujer,enero,jueves,06:00 a 08:59,Choque,Sin información,Pasajero,Motocicleta,Santa Fe,(29 a 59) Adultez
21,2022,1,Hombre,febrero,jueves,Sin información,Volcamiento,Sin información,Pasajero,Motocicleta,Sin dato,(18 a 28) Juventud
11,2022,1,Hombre,marzo,jueves,21:00 a 23:59,Choque,Sin información,Conductor,Motocicleta,Suba,(18 a 28) Juventud
0,2022,1,Mujer,noviembre,jueves,03:00 a 05:59,Choque,Exceso de velocidad,Conductor,Motocicleta,Sin localidad específica,(29 a 59) Adultez
2,2022,1,Hombre,mayo,sábado,06:00 a 08:59,Choque,Sin información,Conductor,Motocicleta,Chapinero,(29 a 59) Adultez
0,2022,1,Mujer,julio,lunes,Sin información,Choque,Desobedecer señales de tránsito,Pasajero,Motocicleta,Sin localidad específica,(29 a 59) Adultez
0,2022,1,Hombre,septiembre,jueves,Sin información,Choque,Sin información,Conductor,Motocicleta,Sin localidad específica,(29 a 59) Adultez
21,2022,1,Hombre,marzo,viernes,00:00 a 02:59,Choque,Exceso de velocidad,Conductor,Motocicleta,Sin dato,(29 a 59) Adultez
11,2022,1,Hombre,octubre,sábado,Sin información,Choque,Desobedecer señales de tránsito,Conductor,Motocicleta,Suba,(29 a 59) Adultez
16,2022,1,Hombre,septiembre,jueves,06:00 a 08:59,Choque,Sin información,Conductor,Motocicleta,Puente Aranda,(29 a 59) Adultez
10,2022,1,Hombre,agosto,sábado,Sin información,Choque,Sin información,Conductor,Motocicleta,Engativá,(29 a 59) Adultez
0,2022,1,Hombre,febrero,sábado,06:00 a 08:59,Volcamiento,Exceso de velocidad,Conductor,Motocicleta,Sin localidad específica,(18 a 28) Juventud
5,2022,1,Hombre,octubre,jueves,Sin información,Volcamiento,Sin información,Conductor,Motocicleta,Usme,(18 a 28) Juventud
9,2022,1,Hombre,marzo,jueves,06:00 a 08:59,Choque,Sin información,Conductor,Motocicleta,Fontibón,(29 a 59) Adultez
0,2022,1,Mujer,septiembre,viernes,21:00 a 23:59,Choque,Desobedecer señales de tránsito,Pasajero,Motocicleta,Sin localidad específica,(29 a 59) Adultez
0,2022,1,Hombre,abril,miércoles,21:00 a 23:59,Choque,Desobedecer señales de tránsito,Conductor,Motocicleta,Sin localidad específica,(18 a 28) Juventud
2,2022,1,Hombre,marzo,sábado,Sin información,Choque,Sin información,Conductor,Motocicleta,Chapinero,(18 a 28) Juventud
0,2022,1,Hombre,diciembre,viernes,03:00 a 05:59,Choque,Sin información,Pasajero,Motocicleta,Sin localidad específica,(29 a 59) Adultez
0,2022,1,Hombre,marzo,jueves,21:00 a 23:59,Choque,Sin información,Conductor,Motocicleta,Sin localidad específica,(29 a 59) Adultez
0,2022,1,Hombre,junio,sábado,09:00 a 11:59,Volcamiento,Exceso de velocidad,Conductor,Motocicleta,Sin localidad específica,(29 a 59) Adultez
19,2022,1,Hombre,enero,sábado,09:00 a 11:59,Choque,Sin información,Conductor,Motocicleta,Ciudad Bolívar,(18 a 28) Juventud
19,2022,1,Hombre,octubre,sábado,18:00 a 20:59,Choque,Desobedecer señales de tránsito,Conductor,Motocicleta,Ciudad Bolívar,(18 a 28) Juventud
0,2022,1,Hombre,junio,martes,18:00 a 20:59,Choque,Desobedecer señales de tránsito,Conductor,Motocicleta,Sin localidad específica,(29 a 59) Adultez
0,2022,1,Hombre,junio,martes,21:00 a 23:59,Choque,Sin información,Conductor,Motocicleta,Sin localidad específica,(29 a 59) Adultez
0,2022,1,Mujer,diciembre,jueves,06:00 a 08:59,Choque,Sin información,Conductor,Motocicleta,Sin localidad específica,(29 a 59) Adultez
5,2022,1,Hombre,agosto,domingo,00:00 a 02:59,Volcamiento,Exceso de velocidad,Conductor,Motocicleta,Usme,(29 a 59) Adultez
0,2022,1,Hombre,diciembre,jueves,00:00 a 02:59,Choque,Sin información,Conductor,Motocicleta,Sin localidad específica,(18 a 28) Juventud
0,2022,1,Hombre,septiembre,jueves,12:00 a 14:59,Choque,Sin información,Conductor,Motocicleta,Sin localidad específica,(Más de 60) Adulto Mayor
0,2022,1,Hombre,febrero,jueves,00:00 a 02:59,Choque,Sin información,Conductor,Motocicleta,Sin localidad específica,(29 a 59) Adultez
8,2022,1,Hombre,diciembre,domingo,06:00 a 08:59,Choque,Sin información,Conductor,Motocicleta,Kennedy,(29 a 59) Adultez
1,2022,1,Hombre,septiembre,sábado,Sin información,Choque,Pasar en semáforo en rojo,Conductor,Motocicleta,Usaquén,(29 a 59) Adultez
0,2022,1,Hombre,diciembre,viernes,03:00 a 05:59,Choque,Desobedecer señales de tránsito,Conductor,Motocicleta,Sin localidad específica,(29 a 59) Adultez
0,2022,1,Hombre,octubre,domingo,Sin información,Choque,Sin información,Conductor,Motocicleta,Sin localidad específica,(18 a 28) Juventud
19,2022,1,Hombre,octubre,lunes,03:00 a 05:59,Choque,Sin información,Conductor,Motocicleta,Ciudad Bolívar,(18 a 28) Juventud
0,2022,1,Mujer,noviembre,viernes,06:00 a 08:59,Choque,Sin información,Conductor,Motocicleta,Sin localidad específica,(29 a 59) Adultez
10,2022,1,Hombre,marzo,sábado,Sin información,Choque,Embriaguez (Alcohólica y no alcohólica),Conductor,Motocicleta,Engativá,(29 a 59) Adultez
7,2022,1,Hombre,marzo,jueves,03:00 a 05:59,Choque,Sin información,Conductor,Motocicleta,Bosa,(29 a 59) Adultez
11,2022,1,Mujer,septiembre,lunes,15:00 a 17:59,Choque,Sin información,Pasajero,Motocicleta,Suba,(29 a 59) Adultez
0,2022,1,Hombre,diciembre,domingo,Sin información,Volcamiento,Sin información,Conductor,Motocicleta,Sin localidad específica,(18 a 28) Juventud
0,2022,1,Mujer,junio,martes,Sin información,Choque,Sin información,Pasajero,Motocicleta,Sin localidad específica,(18 a 28) Juventud
16,2022,1,Hombre,julio,lunes,15:00 a 17:59,Choque,Sin información,Conductor,Motocicleta,Puente Aranda,(18 a 28) Juventud
13,2022,1,Hombre,noviembre,martes,03:00 a 05:59,Caída del vehículo a un precipicio,Sin información,Conductor,Motocicleta,Teusaquillo,(18 a 28) Juventud
13,2022,1,Hombre,diciembre,jueves,Sin información,Choque,Sin información,Conductor,Motocicleta,Teusaquillo,(29 a 59) Adultez
9,2022,1,Hombre,noviembre,martes,21:00 a 23:59,Choque,Sin información,Conductor,Motocicleta,Fontibón,(29 a 59) Adultez
10,2022,1,Hombre,agosto,domingo,Sin información,Choque,Sin información,Conductor,Motocicleta,Engativá,(29 a 59) Adultez
1,2022,1,Mujer,diciembre,martes,18:00 a 20:59,Choque,Sin información,Conductor,Motocicleta,Usaquén,(18 a 28) Juventud
10,2022,1,Hombre,octubre,jueves,Sin información,Choque,Sin información,Conductor,Motocicleta,Engativá,(29 a 59) Adultez
0,2022,1,Hombre,julio,viernes,Sin información,Choque,Exceso de velocidad,Conductor,Motocicleta,Sin localidad específica,(18 a 28) Juventud
8,2022,1,Hombre,mayo,domingo,03:00 a 05:59,Choque,Sin información,Conductor,Motocicleta,Kennedy,(18 a 28) Juventud
19,2022,1,Hombre,diciembre,domingo,Sin información,Volcamiento,Sin información,Conductor,Motocicleta,Ciudad Bolívar,(18 a 28) Juventud
4,2022,1,Mujer,marzo,viernes,Sin información,Choque,Sin información,Conductor,Motocicleta,San Cristóbal,(29 a 59) Adultez
0,2022,1,Hombre,agosto,martes,Sin información,Choque,Sin información,Conductor,Motocicleta,Sin localidad específica,(29 a 59) Adultez
0,2022,1,Hombre,enero,viernes,21:00 a 23:59,Choque,Desobedecer señales de tránsito,Conductor,Motocicleta,Sin localidad específica,(18 a 28) Juventud
0,2022,1,Hombre,noviembre,domingo,03:00 a 05:59,Choque,Sin información,Conductor,Motocicleta,Sin localidad específica,(Más de 60) Adulto Mayor
13,2022,1,Hombre,agosto,viernes,09:00 a 11:59,Choque,Sin información,Conductor,Motocicleta,Teusaquillo,(29 a 59) Adultez
10,2022,1,Hombre,septiembre,miércoles,06:00 a 08:59,Choque,Sin información,Conductor,Motocicleta,Engativá,(18 a 28) Juventud
16,2022,1,Hombre,diciembre,martes,Sin información,Choque,Sin información,Conductor,Motocicleta,Puente Aranda,(29 a 59) Adultez
0,2022,1,Hombre,noviembre,lunes,Sin información,Volcamiento,Sin información,Conductor,Motocicleta,Sin localidad específica,(18 a 28) Juventud
0,2022,1,Hombre,agosto,lunes,Sin información,Choque,Sin información,Conductor,Motocicleta,Sin localidad específica,(29 a 59) Adultez
0,2022,1,Mujer,diciembre,martes,18:00 a 20:59,Choque,Sin información,Conductor,Motocicleta,Sin localidad específica,(18 a 28) Juventud
0,2022,1,Mujer,mayo,domingo,09:00 a 11:59,Choque,Sin información,Pasajero,Motocicleta,Sin localidad específica,(29 a 59) Adultez
0,2022,1,Hombre,octubre,domingo,Sin información,Choque,Sin información,Conductor,Mototriciclo,Sin localidad específica,(29 a 59) Adultez
9,2022,1,Hombre,octubre,domingo,Sin información,Choque,Sin información,Conductor,Mototriciclo,Fontibón,(29 a 59) Adultez
0,2022,1,Hombre,enero,lunes,12:00 a 14:59,Volcamiento,Desobedecer señales de tránsito,Pasajero,Mototriciclo,Sin localidad específica,(12 a 17) Adolescencia
7,2022,1,Hombre,enero,lunes,12:00 a 14:59,Volcamiento,Desobedecer señales de tránsito,Pasajero,Mototriciclo,Bosa,(12 a 17) Adolescencia
0,2022,1,Hombre,junio,sábado,03:00 a 05:59,Atropello,Desobedecer señales de tránsito,Peatón,No aplica,Sin localidad específica,(29 a 59) Adultez
0,2022,1,Hombre,agosto,jueves,00:00 a 02:59,Atropello,Desobedecer señales de tránsito,Peatón,No aplica,Sin localidad específica,(Más de 60) Adulto Mayor
0,2022,1,Mujer,julio,miércoles,09:00 a 11:59,Atropello,Desobedecer señales de tránsito,Peatón,No aplica,Sin localidad específica,(Más de 60) Adulto Mayor
6,2022,1,Hombre,enero,sábado,00:00 a 02:59,Atropello,Sin información,Peatón,No aplica,Tunjuelito,(Más de 60) Adulto Mayor
21,2022,1,Hombre,noviembre,sábado,Sin información,Atropello,Sin información,Peatón,No aplica,Sin dato,(18 a 28) Juventud
0,2022,1,Hombre,junio,miércoles,18:00 a 20:59,Atropello,Exceso de velocidad,Peatón,No aplica,Sin localidad específica,(Más de 60) Adulto Mayor
16,2022,1,Mujer,octubre,miércoles,Sin información,Atropello,Sin información,Peatón,No aplica,Puente Aranda,(Más de 60) Adulto Mayor
0,2022,1,Mujer,octubre,jueves,Sin información,Atropello,Sin información,Peatón,No aplica,Sin localidad específica,(Más de 60) Adulto Mayor
0,2022,1,Hombre,noviembre,sábado,Sin información,Atropello,Sin información,Peatón,No aplica,Sin localidad específica,(18 a 28) Juventud
0,2022,1,Hombre,diciembre,miércoles,15:00 a 17:59,Atropello,Sin información,Peatón,No aplica,Sin localidad específica,(18 a 28) Juventud
0,2022,1,Hombre,diciembre,lunes,18:00 a 20:59,Atropello,Sin información,Peatón,No aplica,Sin localidad específica,(Más de 60) Adulto Mayor
18,2022,1,Hombre,septiembre,miércoles,Sin información,Atropello,Sin información,Peatón,No aplica,Rafael Uribe Uribe,(29 a 59) Adultez
14,2022,1,Mujer,octubre,sábado,21:00 a 23:59,Atropello,Sin información,Peatón,No aplica,Los Mártires,(29 a 59) Adultez
0,2022,1,Hombre,octubre,martes,Sin información,Atropello,Desobedecer señales de tránsito,Peatón,No aplica,Sin localidad específica,(18 a 28) Juventud
0,2022,1,Mujer,septiembre,sábado,03:00 a 05:59,Atropello,Desobedecer señales de tránsito,Peatón,No aplica,Sin localidad específica,(29 a 59) Adultez
0,2022,1,Mujer,marzo,sábado,21:00 a 23:59,Atropello,Desobedecer señales de tránsito,Peatón,No aplica,Sin localidad específica,(29 a 59) Adultez
0,2022,1,Hombre,octubre,sábado,Sin información,Atropello,Sin información,Peatón,No aplica,Sin localidad específica,(18 a 28) Juventud
0,2022,1,Hombre,junio,viernes,18:00 a 20:59,Atropello,Sin información,Peatón,No aplica,Sin localidad específica,(Más de 60) Adulto Mayor
0,2022,1,Hombre,noviembre,sábado,09:00 a 11:59,Atropello,Sin información,Peatón,No aplica,Sin localidad específica,(29 a 59) Adultez
6,2022,1,Hombre,febrero,sábado,03:00 a 05:59,Atropello,Desobedecer señales de tránsito,Peatón,No aplica,Tunjuelito,(29 a 59) Adultez
18,2022,1,Hombre,diciembre,lunes,18:00 a 20:59,Atropello,Sin información,Peatón,No aplica,Rafael Uribe Uribe,(29 a 59) Adultez
8,2022,1,Hombre,enero,viernes,03:00 a 05:59,Atropello,Sin información,Peatón,No aplica,Kennedy,(18 a 28) Juventud
0,2022,1,Hombre,diciembre,jueves,Sin información,Atropello,Sin información,Peatón,No aplica,Sin localidad específica,(Más de 60) Adulto Mayor
0,2022,1,Hombre,marzo,viernes,15:00 a 17:59,Atropello,Sin información,Peatón,No aplica,Sin localidad específica,(29 a 59) Adultez
8,2022,1,Hombre,julio,sábado,Sin información,Atropello,Sin información,Peatón,No aplica,Kennedy,(29 a 59) Adultez
6,2022,1,Mujer,agosto,jueves,Sin información,Atropello,Sin información,Peatón,No aplica,Tunjuelito,(29 a 59) Adultez
0,2022,1,Hombre,febrero,domingo,18:00 a 20:59,Atropello,Embriaguez (Alcohólica y no alcohólica),Peatón,No aplica,Sin localidad específica,(Más de 60) Adulto Mayor
10,2022,1,Hombre,agosto,viernes,Sin información,Atropello,Desobedecer señales de tránsito,Peatón,No aplica,Engativá,(Más de 60) Adulto Mayor
15,2022,1,Hombre,octubre,sábado,Sin información,Atropello,Sin información,Peatón,No aplica,Antonio Nariño,(18 a 28) Juventud
19,2022,1,Hombre,agosto,domingo,15:00 a 17:59,Atropello,Sin información,Peatón,No aplica,Ciudad Bolívar,(Más de 60) Adulto Mayor
15,2022,1,Mujer,diciembre,sábado,18:00 a 20:59,Atropello,Sin información,Peatón,No aplica,Antonio Nariño,(29 a 59) Adultez
1,2022,1,Hombre,enero,sábado,18:00 a 20:59,Atropello,Sin información,Peatón,No aplica,Usaquén,(Más de 60) Adulto Mayor
0,2022,1,Hombre,septiembre,miércoles,Sin información,Atropello,Sin información,Peatón,No aplica,Sin localidad específica,(29 a 59) Adultez
0,2022,1,Hombre,agosto,jueves,Sin información,Atropello,Sin información,Peatón,No aplica,Sin localidad específica,(29 a 59) Adultez
0,2022,1,Hombre,febrero,jueves,Sin información,Atropello,Sin información,Peatón,No aplica,Sin localidad específica,(29 a 59) Adultez
12,2022,1,Mujer,noviembre,sábado,Sin información,Atropello,Sin información,Peatón,No aplica,Barrios Unidos,(Más de 60) Adulto Mayor
4,2022,1,Mujer,enero,viernes,12:00 a 14:59,Atropello,Sin información,Peatón,No aplica,San Cristóbal,(29 a 59) Adultez
11,2022,1,Mujer,junio,viernes,Sin información,Atropello,Sin información,Peatón,No aplica,Suba,(06 a 11) Infancia
17,2022,1,Hombre,noviembre,viernes,06:00 a 08:59,Atropello,Sin información,Peatón,No aplica,La Candelaria,(Más de 60) Adulto Mayor
0,2022,1,Hombre,septiembre,sábado,21:00 a 23:59,Atropello,Exceso de velocidad,Peatón,No aplica,Sin localidad específica,(29 a 59) Adultez
3,2022,1,Hombre,junio,miércoles,03:00 a 05:59,Atropello,Sin información,Peatón,No aplica,Santa Fe,(29 a 59) Adultez
0,2022,1,Hombre,junio,sábado,18:00 a 20:59,Atropello,Desobedecer señales de tránsito,Peatón,No aplica,Sin localidad específica,(18 a 28) Juventud
14,2022,1,Hombre,julio,viernes,Sin información,Atropello,Sin información,Peatón,No aplica,Los Mártires,(Más de 60) Adulto Mayor
1,2022,1,Hombre,octubre,jueves,21:00 a 23:59,Atropello,Desobedecer señales de tránsito,Peatón,No aplica,Usaquén,(29 a 59) Adultez
0,2022,1,Hombre,enero,lunes,18:00 a 20:59,Atropello,Desobedecer señales de tránsito,Peatón,No aplica,Sin localidad específica,(29 a 59) Adultez
6,2022,1,Hombre,julio,martes,Sin información,Atropello,Sin información,Peatón,No aplica,Tunjuelito,(12 a 17) Adolescencia
0,2022,1,Mujer,julio,martes,Sin información,Atropello,Sin información,Peatón,No aplica,Sin localidad específica,(Más de 60) Adulto Mayor
1,2022,1,Mujer,junio,miércoles,18:00 a 20:59,Atropello,Desobedecer señales de tránsito,Peatón,No aplica,Usaquén,(Más de 60) Adulto Mayor
8,2022,1,Mujer,julio,viernes,09:00 a 11:59,Atropello,Sin información,Peatón,No aplica,Kennedy,(18 a 28) Juventud
4,2022,1,Hombre,marzo,domingo,Sin información,Atropello,Sin información,Peatón,No aplica,San Cristóbal,(29 a 59) Adultez
21,2022,1,Hombre,abril,domingo,Sin información,Atropello,Desobedecer señales de tránsito,Peatón,No aplica,Sin dato,(29 a 59) Adultez
4,2022,1,Hombre,agosto,miércoles,Sin información,Atropello,Exceso de velocidad,Peatón,No aplica,San Cristóbal,(Más de 60) Adulto Mayor
0,2022,1,Hombre,agosto,domingo,21:00 a 23:59,Atropello,Sin información,Peatón,No aplica,Sin localidad específica,(Más de 60) Adulto Mayor
19,2022,1,Hombre,noviembre,viernes,00:00 a 02:59,Atropello,Sin información,Peatón,No aplica,Ciudad Bolívar,(29 a 59) Adultez
0,2022,1,Hombre,noviembre,domingo,Sin información,Atropello,Sin información,Peatón,No aplica,Sin localidad específica,(Más de 60) Adulto Mayor
0,2022,1,Mujer,diciembre,sábado,Sin información,Atropello,Sin información,Peatón,No aplica,Sin localidad específica,(Más de 60) Adulto Mayor
21,2022,1,Hombre,noviembre,sábado,Sin información,Atropello,Sin información,Peatón,No aplica,Sin dato,(29 a 59) Adultez
