codigo_localidad,anio,casos,sexo,mes,dia_semana,rango_hora,tipo_accidente,circunstancia,condicion_victima,medio_transporte,localidad,ciclo_vital
21,2023,1,Hombre,diciembre,sábado,Sin información,Choque,Sin información,Conductor,Motocicleta,Sin dato,(18 a 28) Juventud
0,2023,1,Hombre,julio,domingo,Sin información,Choque,Sin información,Pasajero,Motocicleta,Sin localidad específica,(29 a 59) Adultez
0,2023,1,Hombre,abril,jueves,Sin información,Choque,Desobedecer señales de tránsito,Conductor,Motocicleta,Sin localidad específica,(Más de 60) Adulto Mayor
5,2023,1,Mujer,mayo,domingo,(03:00 a 05:59),Sin información,Sin información,Conductor,Motocicleta,Usme,(18 a 28) Juventud
0,2023,1,Hombre,abril,lunes,(15:00 a 17:59),Choque,Sin información,Conductor,Motocicleta,Sin localidad específica,(18 a 28) Juventud
0,2023,1,Hombre,agosto,viernes,Sin información,Choque,Desobedecer señales de tránsito,Conductor,Motocicleta,Sin localidad específica,(18 a 28) Juventud
16,2023,1,Hombre,diciembre,viernes,(06:00 a 08:59),Choque,Sin información,Conductor,Motocicleta,Puente Aranda,(18 a 28) Juventud
7,2023,1,Mujer,enero,domingo,(03:00 a 05:59),Choque,Desobedecer señales de tránsito,Conductor,Motocicleta,Bosa,(29 a 59) Adultez
0,2023,1,Mujer,septiembre,miércoles,(06:00 a 08:59),Choque,Sin información,Pasajero,Motocicleta,Sin localidad específica,(18 a 28) Juventud
10,2023,1,Hombre,febrero,lunes,(06:00 a 08:59),Choque,Sin información,Conductor,Motocicleta,Engativá,(29 a 59) Adultez
11,2023,1,Mujer,julio,sábado,(18:00 a 20:59),Choque,Sin información,Conductor,Motocicleta,Suba,(18 a 28) Juventud
0,2023,1,Hombre,septiembre,miércoles,(06:00 a 08:59),Choque,Sin información,Conductor,Motocicleta,Sin localidad específica,(29 a 59) Adultez
5,2023,1,Mujer,agosto,martes,(06:00 a 08:59),Choque,Sin información,Pasajero,Motocicleta,Usme,(29 a 59) Adultez
13,2023,1,Hombre,marzo,viernes,(21:00 a 23:59),Choque,Desobedecer señales de tránsito,Conductor,Motocicleta,Teusaquillo,(29 a 59) Adultez
15,2023,1,Hombre,mayo,jueves,Sin información,Volcamiento,Sin información,Conductor,Motocicleta,Antonio Nariño,(29 a 59) Adultez
7,2023,1,Hombre,marzo,domingo,Sin información,Choque,Exceso de velocidad,Conductor,Motocicleta,Bosa,(18 a 28) Juventud
0,2023,1,Hombre,diciembre,domingo,Sin información,Choque,Sin información,Conductor,Motocicleta,Sin localidad específica,(29 a 59) Adultez
0,2023,1,Mujer,mayo,domingo,(03:00 a 05:59),Sin información,Sin información,Conductor,Motocicleta,Sin localidad específica,(18 a 28) Juventud
14,2023,1,Hombre,octubre,viernes,(00:00 a 02:59),Volcamiento,Embriaguez (Alcohólica y no alcohólica),Conductor,Motocicleta,Los Mártires,(29 a 59) Adultez
13,2023,1,Mujer,noviembre,miércoles,Sin información,Choque,Sin información,Pasajero,Motocicleta,Teusaquillo,(29 a 59) Adultez
19,2023,1,Mujer,noviembre,martes,Sin información,Choque,Sin información,Pasajero,Motocicleta,Ciudad Bolívar,(18 a 28) Juventud
0,2023,1,Hombre,marzo,domingo,Sin información,Choque,Exceso de velocidad,Conductor,Motocicleta,Sin localidad específica,(18 a 28) Juventud
0,2023,1,Hombre,septiembre,domingo,(00:00 a 02:59),Choque,Desobedecer señales de tránsito,Conductor,Motocicleta,Sin localidad específica,(29 a 59) Adultez
0,2023,1,Hombre,mayo,jueves,(15:00 a 17:59),Choque,Sin información,Conductor,Motocicleta,Sin localidad específica,(18 a 28) Juventud
0,2023,1,Hombre,agosto,viernes,(12:00 a 14:59),Choque,Exceso de velocidad,Conductor,Motocicleta,Sin localidad específica,(18 a 28) Juventud
16,2023,1,Hombre,febrero,domingo,(15:00 a 17:59),Choque,Sin información,Conductor,Motocicleta,Puente Aranda,(18 a 28) Juventud
0,2023,1,Hombre,enero,sábado,Sin información,Choque,Sin información,Conductor,Motocicleta,Sin localidad específica,(29 a 59) Adultez
7,2023,1,Mujer,junio,sábado,Sin información,Choque,Sin información,Conductor,Motocicleta,Bosa,(29 a 59) Adultez
0,2023,1,Hombre,diciembre,jueves,Sin información,Choque,Sin información,Conductor,Motocicleta,Sin localidad específica,(12 a 17) Adolescencia
0,2023,1,Hombre,diciembre,sábado,(03:00 a 05:59),Choque,Sin información,Conductor,Motocicleta,Sin localidad específica,(29 a 59) Adultez
18,2023,1,Hombre,junio,lunes,(06:00 a 08:59),Choque,Sin información,Conductor,Motocicleta,Rafael Uribe Uribe,(18 a 28) Juventud
21,2023,1,Hombre,julio,sábado,Sin información,Sin información,Sin información,Conductor,Motocicleta,Sin dato,(29 a 59) Adultez
3,2023,1,Hombre,agosto,sábado,Sin información,Choque,Sin información,Conductor,Motocicleta,Santa Fe,(29 a 59) Adultez
5,2023,1,Hombre,agosto,sábado,(00:00 a 02:59),Choque,Desobedecer señales de tránsito,Conductor,Motocicleta,Usme,(29 a 59) Adultez
19,2023,1,Hombre,febrero,jueves,Sin información,Choque,Sin información,Conductor,Motocicleta,Ciudad Bolívar,(29 a 59) Adultez
1,2023,1,Hombre,julio,domingo,Sin información,Choque,Sin información,Pasajero,Motocicleta,Usaquén,(29 a 59) Adultez
7,2023,1,Hombre,enero,sábado,Sin información,Volcamiento,Sin información,Conductor,Motocicleta,Bosa,(29 a 59) Adultez
4,2023,2,Hombre,febrero,sábado,Sin información,Choque,Sin información,Conductor,Motocicleta,San Cristóbal,(29 a 59) Adultez
1,2023,1,Hombre,agosto,viernes,Sin información,Choque,Desobedecer señales de tránsito,Conductor,Motocicleta,Usaquén,(18 a 28) Juventud
0,2023,1,Hombre,noviembre,jueves,Sin información,Choque,Desobedecer señales de tránsito,Conductor,Motocicleta,Sin localidad específica,(18 a 28) Juventud
0,2023,1,Hombre,julio,viernes,Sin información,Choque,Sin información,Conductor,Motocicleta,Sin localidad específica,(18 a 28) Juventud
0,2023,1,Hombre,marzo,lunes,(06:00 a 08:59),Choque,Sin información,Conductor,Motocicleta,Sin localidad específica,(18 a 28) Juventud
19,2023,1,Hombre,abril,lunes,(03:00 a 05:59),Volcamiento,Desobedecer señales de tránsito,Conductor,Motocicleta,Ciudad Bolívar,(29 a 59) Adultez
19,2023,1,Hombre,agosto,sábado,Sin información,Choque,Exceso de velocidad,Conductor,Motocicleta,Ciudad Bolívar,(29 a 59) Adultez
0,2023,1,Hombre,julio,lunes,Sin información,Choque,Sin información,Conductor,Motocicleta,Sin localidad específica,(18 a 28) Juventud
11,2023,1,Hombre,agosto,sábado,(00:00 a 02:59),Choque,Desobedecer señales de tránsito,Conductor,Motocicleta,Suba,(29 a 59) Adultez
9,2023,1,Mujer,septiembre,sábado,Sin información,Volcamiento,Sin información,Conductor,Motocicleta,Fontibón,(18 a 28) Juventud
14,2023,1,Mujer,noviembre,viernes,Sin información,Choque,Salir por delante de un vehículo,Pasajero,Motocicleta,Los Mártires,(18 a 28) Juventud
0,2023,1,Hombre,octubre,jueves,Sin información,Choque,Sin información,Conductor,Motocicleta,Sin localidad específica,(18 a 28) Juventud
0,2023,1,Mujer,diciembre,viernes,(03:00 a 05:59),Caída del ocupante,Desobedecer señales de tránsito,Pasajero,Motocicleta,Sin localidad específica,(18 a 28) Juventud
0,2023,1,Hombre,enero,jueves,(21:00 a 23:59),Choque,Desobedecer señales de tránsito,Conductor,Motocicleta,Sin localidad específica,(18 a 28) Juventud
8,2023,1,Hombre,agosto,sábado,Sin información,Choque,Sin información,Conductor,Motocicleta,Kennedy,(29 a 59) Adultez
8,2023,1,Mujer,febrero,jueves,Sin información,Volcamiento,Sin información,Pasajero,Motocicleta,Kennedy,(29 a 59) Adultez
0,2023,1,Hombre,enero,jueves,(18:00 a 20:59),Choque,Exceso de velocidad,Conductor,Motocicleta,Sin localidad específica,(29 a 59) Adultez
1,2023,1,Hombre,abril,sábado,Sin información,Choque,Sin información,Conductor,Motocicleta,Usaquén,(29 a 59) Adultez
0,2023,1,Mujer,noviembre,martes,Sin información,Choque,Sin información,Pasajero,Motocicleta,Sin localidad específica,(18 a 28) Juventud
0,2023,1,Hombre,octubre,sábado,(12:00 a 14:59),Choque,Sin información,Conductor,Motocicleta,Sin localidad específica,(18 a 28) Juventud
0,2023,1,Mujer,marzo,jueves,(12:00 a 14:59),Volcamiento,Sin información,Conductor,Motocicleta,Sin localidad específica,(18 a 28) Juventud
1,2023,1,Hombre,febrero,sábado,(21:00 a 23:59),Choque,Desobedecer señales de tránsito,Conductor,Motocicleta,Usaquén,(29 a 59) Adultez
0,2023,1,Mujer,septiembre,miércoles,Sin información,Choque,Sin información,Pasajero,Motocicleta,Sin localidad específica,(18 a 28) Juventud
0,2023,1,Hombre,abril,sábado,Sin información,Choque,Sin información,Conductor,Motocicleta,Sin localidad específica,(29 a 59) Adultez
0,2023,1,Hombre,noviembre,domingo,Sin información,Choque,Sin información,Conductor,Motocicleta,Sin localidad específica,(29 a 59) Adultez
9,2023,1,Hombre,noviembre,viernes,(06:00 a 08:59),Choque,Exceso de velocidad,Conductor,Motocicleta,Fontibón,(29 a 59) Adultez
1,2023,1,Mujer,abril,jueves,(03:00 a 05:59),Choque,Sin información,Pasajero,Motocicleta,Usaquén,(18 a 28) Juventud
0,2023,1,Hombre,abril,sábado,Sin información,Choque,Sin información,Conductor,Motocicleta,Sin localidad específica,(29 a 59) Adultez
13,2023,1,Hombre,mayo,sábado,(03:00 a 05:59),Choque,Exceso de velocidad,Conductor,Motocicleta,Teusaquillo,(18 a 28) Juventud
10,2023,1,Hombre,mayo,domingo,Sin información,Choque,Desobedecer señales de tránsito,Conductor,Motocicleta,Engativá,(29 a 59) Adultez
0,2023,1,Mujer,marzo,martes,(12:00 a 14:59),Choque,Sin información,Conductor,Motocicleta,Sin localidad específica,(18 a 28) Juventud
8,2023,1,Hombre,junio,miércoles,(06:00 a 08:59),Volcamiento,Sin información,Conductor,Motocicleta,Kennedy,(18 a 28) Juventud
19,2023,1,Hombre,septiembre,viernes,(09:00 a 11:59),Choque,Sin información,Conductor,Motocicleta,Ciudad Bolívar,(29 a 59) Adultez
0,2023,1,Hombre,octubre,viernes,(18:00 a 20:59),Choque,Desobedecer señales de tránsito,Conductor,Motocicleta,Sin localidad específica,(29 a 59) Adultez
9,2023,1,Hombre,julio,lunes,Sin información,Choque,Sin información,Conductor,Motocicleta,Fontibón,(18 a 28) Juventud
0,2023,1,Hombre,mayo,martes,Sin información,Choque,Desobedecer señales de tránsito,Conductor,Motocicleta,Sin localidad específica,(18 a 28) Juventud
11,2023,1,Hombre,enero,domingo,Sin información,Choque,Sin información,Conductor,Motocicleta,Suba,(18 a 28) Juventud
0,2023,1,Hombre,mayo,domingo,(00:00 a 02:59),Choque,Desobedecer señales de tránsito,Conductor,Motocicleta,Sin localidad específica,(29 a 59) Adultez
0,2023,1,Mujer,junio,sábado,Sin información,Choque,Sin información,Conductor,Motocicleta,Sin localidad específica,(29 a 59) Adultez
6,2023,1,Hombre,marzo,viernes,(00:00 a 02:59),Choque,Sin información,Conductor,Motocicleta,Tunjuelito,(18 a 28) Juventud
1,2023,1,Hombre,diciembre,jueves,Sin información,Choque,Sin información,Conductor,Motocicleta,Usaquén,(29 a 59) Adultez
0,2023,1,Hombre,septiembre,jueves,(15:00 a 17:59),Volcamiento,Desobedecer señales de tránsito,Conductor,Motocicleta,Sin localidad específica,(29 a 59) Adultez
0,2023,1,Hombre,agosto,jueves,Sin información,Choque,Sin información,Conductor,Motocicleta,Sin localidad específica,(18 a 28) Juventud
9,2023,1,Hombre,noviembre,jueves,Sin información,Choque,Desobedecer señales de tránsito,Conductor,Motocicleta,Fontibón,(18 a 28) Juventud
10,2023,1,Hombre,enero,viernes,Sin información,Choque,Sin información,Conductor,Motocicleta,Engativá,(18 a 28) Juventud
0,2023,1,Hombre,diciembre,domingo,(15:00 a 17:59),Choque,Sin información,Conductor,Motocicleta,Sin localidad específica,(18 a 28) Juventud
8,2023,1,Mujer,octubre,jueves,(15:00 a 17:59),Choque,Sin información,Conductor,Motocicleta,Kennedy,(29 a 59) Adultez
0,2023,1,Hombre,marzo,viernes,(21:00 a 23:59),Volcamiento,Desobedecer señales de tránsito,Conductor,Motocicleta,Sin localidad específica,(29 a 59) Adultez
6,2023,1,Mujer,marzo,sábado,Sin información,Choque,Sin información,Conductor,Motocicleta,Tunjuelito,(29 a 59) Adultez
0,2023,1,Hombre,mayo,lunes,Sin información,Choque,Sin información,Conductor,Motocicleta,Sin localidad específica,(29 a 59) Adultez
0,2023,1,Hombre,agosto,domingo,Sin información,Choque,Sin información,Conductor,Motocicleta,Sin localidad específica,(18 a 28) Juventud
11,2023,1,Hombre,mayo,jueves,(15:00 a 17:59),Choque,Sin información,Conductor,Motocicleta,Suba,(18 a 28) Juventud
10,2023,1,Hombre,diciembre,domingo,Sin información,Choque,Sin información,Conductor,Motocicleta,Engativá,(18 a 28) Juventud
2,2023,1,Hombre,julio,lunes,(06:00 a 08:59),Choque,Sin información,Conductor,Motocicleta,Chapinero,(29 a 59) Adultez
0,2023,1,Hombre,junio,domingo,(03:00 a 05:59),Sin información,Desobedecer señales de tránsito,Conductor,Motocicleta,Sin localidad específica,(18 a 28) Juventud
8,2023,1,Hombre,marzo,miércoles,(03:00 a 05:59),Volcamiento,Sin información,Conductor,Motocicleta,Kennedy,(18 a 28) Juventud
11,2023,1,Hombre,octubre,jueves,Sin información,Choque,Sin información,Conductor,Motocicleta,Suba,(18 a 28) Juventud
8,2023,1,Hombre,enero,lunes,(00:00 a 02:59),Choque,Sin información,Conductor,Motocicleta,Kennedy,(29 a 59) Adultez
19,2023,1,Hombre,febrero,miércoles,Sin información,Choque,Sin información,Conductor,Motocicleta,Ciudad Bolívar,(18 a 28) Juventud
0,2023,1,Hombre,diciembre,martes,Sin información,Choque,Exceso de velocidad,Conductor,Motocicleta,Sin localidad específica,(29 a 59) Adultez
0,2023,1,Hombre,julio,martes,(06:00 a 08:59),Volcamiento,Desobedecer señales de tránsito,Conductor,Motocicleta,Sin localidad específica,(29 a 59) Adultez
9,2023,1,Hombre,abril,jueves,Sin información,Choque,Sin información,Conductor,Motocicleta,Fontibón,(29 a 59) Adultez
10,2023,1,Hombre,noviembre,domingo,Sin información,Choque,Sin información,Conductor,Motocicleta,Engativá,(18 a 28) Juventud
0,2023,1,Hombre,noviembre,sábado,(12:00 a 14:59),Choque,Sin información,Conductor,Motocicleta,Sin localidad específica,(18 a 28) Juventud
0,2023,1,Hombre,octubre,sábado,Sin información,Choque,Sin información,Pasajero,Motocicleta,Sin localidad específica,(29 a 59) Adultez
14,2023,1,Hombre,octubre,viernes,Sin información,Choque,Sin información,Conductor,Motocicleta,Los Mártires,(18 a 28) Juventud
3,2023,1,Hombre,mayo,martes,Sin información,Choque,Desobedecer señales de tránsito,Conductor,Motocicleta,Santa Fe,(18 a 28) Juventud
0,2023,1,Mujer,agosto,domingo,(03:00 a 05:59),Choque,Sin información,Pasajero,Motocicleta,Sin localidad específica,(18 a 28) Juventud
7,2023,1,Hombre,enero,miércoles,(21:00 a 23:59),Choque,Sin información,Conductor,Motocicleta,Bosa,(29 a 59) Adultez
16,2023,1,Hombre,agosto,viernes,(12:00 a 14:59),Choque,Exceso de velocidad,Conductor,Motocicleta,Puente Aranda,(18 a 28) Juventud
21,2023,1,Hombre,diciembre,jueves,Sin información,Choque,Sin información,Conductor,Motocicleta,Sin dato,(29 a 59) Adultez
9,2023,1,Mujer,noviembre,jueves,Sin información,Choque,Desobedecer señales de tránsito,Pasajero,Motocicleta,Fontibón,(18 a 28) Juventud
0,2023,1,Hombre,junio,lunes,(06:00 a 08:59),Choque,Sin información,Conductor,Motocicleta,Sin localidad específica,(18 a 28) Juventud
19,2023,1,Hombre,marzo,miércoles,(18:00 a 20:59),Choque,Sin información,Conductor,Motocicleta,Ciudad Bolívar,(29 a 59) Adultez
4,2023,1,Hombre,septiembre,lunes,Sin información,Choque,Sin información,Conductor,Motocicleta,San Cristóbal,(29 a 59) Adultez
0,2023,1,Hombre,marzo,martes,(18:00 a 20:59),Choque,Desobedecer señales de tránsito,Conductor,Motocicleta,Sin localidad específica,(18 a 28) Juventud
6,2023,1,Hombre,septiembre,domingo,Sin información,Choque,Sin información,Pasajero,Motocicleta,Tunjuelito,(12 a 17) Adolescencia
0,2023,1,Mujer,junio,miércoles,(06:00 a 08:59),Caída del ocupante,Desobedecer señales de tránsito,Pasajero,Motocicleta,Sin localidad específica,(18 a 28) Juventud
7,2023,1,Mujer,julio,domingo,(00:00 a 02:59),Choque,Desobedecer señales de tránsito,Pasajero,Motocicleta,Bosa,(12 a 17) Adolescencia
11,2023,1,Hombre,agosto,sábado,Sin información,Choque,Sin información,Conductor,Motocicleta,Suba,(18 a 28) Juventud
0,2023,1,Hombre,febrero,domingo,(00:00 a 02:59),Choque,Sin información,Conductor,Motocicleta,Sin localidad específica,(29 a 59) Adultez
10,2023,1,Hombre,enero,viernes,Sin información,Choque,Sin información,Conductor,Motocicleta,Engativá,(18 a 28) Juventud
0,2023,1,Hombre,enero,miércoles,(21:00 a 23:59),Choque,Sin información,Conductor,Motocicleta,Sin localidad específica,(29 a 59) Adultez
0,2023,1,Hombre,agosto,martes,(06:00 a 08:59),Choque,Sin información,Conductor,Motocicleta,Sin localidad específica,(18 a 28) Juventud
0,2023,1,Mujer,mayo,viernes,Sin información,Choque,Sin información,Pasajero,Motocicleta,Sin localidad específica,(18 a 28) Juventud
3,2023,1,Hombre,mayo,jueves,Sin información,Choque,Sin información,Conductor,Motocicleta,Santa Fe,(12 a 17) Adolescencia
19,2023,1,Hombre,abril,domingo,Sin información,Choque,Sin información,Conductor,Motocicleta,Ciudad Bolívar,(18 a 28) Juventud
0,2023,1,Hombre,agosto,sábado,(00:00 a 02:59),Choque,Desobedecer señales de tránsito,Conductor,Motocicleta,Sin localidad específica,(29 a 59) Adultez
21,2023,1,Hombre,enero,domingo,Sin información,Volcamiento,Desobedecer señales de tránsito,Conductor,Motocicleta,Sin dato,(29 a 59) Adultez
0,2023,1,Hombre,julio,sábado,Sin información,Choque,Sin información,Conductor,Motocicleta,Sin localidad específica,(29 a 59) Adultez
0,2023,1,Hombre,julio,sábado,Sin información,Choque,Sin información,Conductor,Motocicleta,Sin localidad específica,(18 a 28) Juventud
0,2023,1,Hombre,abril,miércoles,(06:00 a 08:59),Choque,Adelantar cerrando,Conductor,Motocicleta,Sin localidad específica,(29 a 59) Adultez
8,2023,1,Hombre,marzo,lunes,(06:00 a 08:59),Choque,Sin información,Conductor,Motocicleta,Kennedy,(18 a 28) Juventud
21,2023,1,Hombre,junio,domingo,Sin información,Volcamiento,Sin información,Conductor,Motocicleta,Sin dato,(29 a 59) Adultez
0,2023,1,Hombre,mayo,miércoles,Sin información,Choque,Sin información,Conductor,Motocicleta,Sin localidad específica,(29 a 59) Adultez
0,2023,1,Hombre,marzo,sábado,(03:00 a 05:59),Volcamiento,Exceso de velocidad,Conductor,Motocicleta,Sin localidad específica,(29 a 59) Adultez
0,2023,1,Hombre,junio,jueves,Sin información,Choque,Exceso de velocidad,Conductor,Motocicleta,Sin localidad específica,(29 a 59) Adultez
0,2023,1,Mujer,septiembre,martes,(06:00 a 08:59),Choque,Sin información,Conductor,Motocicleta,Sin localidad específica,(18 a 28) Juventud
3,2023,1,Mujer,noviembre,domingo,(21:00 a 23:59),Choque,Exceso de velocidad,Pasajero,Motocicleta,Santa Fe,(18 a 28) Juventud
2,2023,1,Hombre,diciembre,sábado,(03:00 a 05:59),Choque,Embriaguez (Alcohólica y no alcohólica),Conductor,Motocicleta,Chapinero,(29 a 59) Adultez
8,2023,1,Hombre,mayo,lunes,(09:00 a 11:59),Volcamiento,Exceso de velocidad,Conductor,Motocicleta,Kennedy,(18 a 28) Juventud
7,2023,1,Hombre,diciembre,viernes,(03:00 a 05:59),Choque,Exceso de velocidad,Conductor,Motocicleta,Bosa,(29 a 59) Adultez
0,2023,1,Hombre,septiembre,viernes,(09:00 a 11:59),Choque,Sin información,Conductor,Motocicleta,Sin localidad específica,(29 a 59) Adultez
9,2023,1,Hombre,septiembre,jueves,(15:00 a 17:59),Volcamiento,Desobedecer señales de tránsito,Conductor,Motocicleta,Fontibón,(29 a 59) Adultez
12,2023,1,Hombre,junio,viernes,(03:00 a 05:59),Choque,Sin información,Conductor,Motocicleta,Barrios Unidos,(18 a 28) Juventud
0,2023,1,Hombre,enero,domingo,(00:00 a 02:59),Volcamiento,Sin información,Conductor,Motocicleta,Sin localidad específica,(29 a 59) Adultez
10,2023,1,Hombre,marzo,lunes,(06:00 a 08:59),Choque,Sin información,Conductor,Motocicleta,Engativá,(18 a 28) Juventud
9,2023,1,Hombre,mayo,sábado,Sin información,Volcamiento,Sin información,Conductor,Motocicleta,Fontibón,(29 a 59) Adultez
0,2023,1,Hombre,octubre,miércoles,(15:00 a 17:59),Choque,Sin información,Conductor,Motocicleta,Sin localidad específica,(18 a 28) Juventud
16,2023,1,Hombre,agosto,jueves,Sin información,Choque,Sin información,Conductor,Motocicleta,Puente Aranda,(18 a 28) Juventud
6,2023,1,Hombre,agosto,miércoles,(03:00 a 05:59),Choque,Desobedecer señales de tránsito,Conductor,Motocicleta,Tunjuelito,(18 a 28) Juventud
6,2023,1,Hombre,junio,sábado,Sin información,Volcamiento,Malas condiciones climáticas,Conductor,Motocicleta,Tunjuelito,(18 a 28) Juventud
0,2023,1,Hombre,mayo,domingo,(15:00 a 17:59),Choque,Embriaguez (Alcohólica y no alcohólica),Conductor,Motocicleta,Sin localidad específica,(29 a 59) Adultez
0,2023,1,Hombre,enero,sábado,Sin información,Caída del vehículo a un precipicio,Sin información,Pasajero,Motocicleta,Sin localidad específica,(29 a 59) Adultez
0,2023,1,Mujer,julio,sábado,(18:00 a 20:59),Volcamiento,Sin información,Pasajero,Motocicleta,Sin localidad específica,(18 a 28) Juventud
16,2023,1,Hombre,diciembre,miércoles,Sin información,Choque,Sin información,Conductor,Motocicleta,Puente Aranda,(29 a 59) Adultez
0,2023,1,Hombre,junio,viernes,(15:00 a 17:59),Choque,Desobedecer señales de tránsito,Conductor,Motocicleta,Sin localidad específica,(29 a 59) Adultez
11,2023,1,Hombre,diciembre,martes,Sin información,Choque,Sin información,Conductor,Motocicleta,Suba,(29 a 59) Adultez
7,2023,1,Hombre,abril,sábado,(12:00 a 14:59),Choque,Sin información,Conductor,Motocicleta,Bosa,(18 a 28) Juventud
0,2023,1,Hombre,septiembre,miércoles,Sin información,Choque,Sin información,Conductor,Motocicleta,Sin localidad específica,(29 a 59) Adultez
0,2023,1,Hombre,marzo,lunes,(12:00 a 14:59),Choque,Exceso de velocidad,Conductor,Motocicleta,Sin localidad específica,(18 a 28) Juventud
16,2023,1,Hombre,febrero,jueves,(00:00 a 02:59),Choque,Desobedecer señales de tránsito,Conductor,Motocicleta,Puente Aranda,(18 a 28) Juventud
0,2023,1,Hombre,marzo,miércoles,(03:00 a 05:59),Volcamiento,Sin información,Conductor,Motocicleta,Sin localidad específica,(18 a 28) Juventud
0,2023,1,Hombre,abril,sábado,(03:00 a 05:59),Choque,Exceso de velocidad,Conductor,Motocicleta,Sin localidad específica,(18 a 28) Juventud
0,2023,1,Mujer,abril,lunes,Sin información,Choque,Sin información,Conductor,Motocicleta,Sin localidad específica,(18 a 28) Juventud
0,2023,1,Hombre,enero,viernes,Sin información,Choque,Sin información,Conductor,Motocicleta,Sin localidad específica,(18 a 28) Juventud
0,2023,1,Hombre,diciembre,viernes,(06:00 a 08:59),Choque,Sin información,Conductor,Motocicleta,Sin localidad específica,(18 a 28) Juventud
10,2023,1,Hombre,noviembre,domingo,Sin información,Choque,Sin información,Conductor,Motocicleta,Engativá,(29 a 59) Adultez
0,2023,1,Hombre,noviembre,martes,(15:00 a 17:59),Choque,Desobedecer señales de tránsito,Conductor,Motocicleta,Sin localidad específica,(12 a 17) Adolescencia
0,2023,1,Hombre,noviembre,martes,(06:00 a 08:59),Choque,Sin información,Conductor,Motocicleta,Sin localidad específica,(29 a 59) Adultez
0,2023,1,Mujer,noviembre,viernes,Sin información,Choque,Salir por delante de un vehículo,Pasajero,Motocicleta,Sin localidad específica,(18 a 28) Juventud
13,2023,1,Hombre,julio,martes,(06:00 a 08:59),Volcamiento,Desobedecer señales de tránsito,Conductor,Motocicleta,Teusaquillo,(29 a 59) Adultez
0,2023,1,Hombre,mayo,jueves,Sin información,Volcamiento,Sin información,Conductor,Motocicleta,Sin localidad específica,(18 a 28) Juventud
0,2023,1,Hombre,junio,viernes,Sin información,Choque,Sin información,Pasajero,Motocicleta,Sin localidad específica,(18 a 28) Juventud
0,2023,1,Hombre,septiembre,lunes,Sin información,Volcamiento,Sin información,Conductor,Motocicleta,Sin localidad específica,(18 a 28) Juventud
0,2023,1,Hombre,enero,martes,Sin información,Choque,Sin información,Conductor,Motocicleta,Sin localidad específica,(18 a 28) Juventud
0,2023,1,Hombre,octubre,lunes,(00:00 a 02:59),Choque,Desobedecer señales de tránsito,Conductor,Motocicleta,Sin localidad específica,(18 a 28) Juventud
0,2023,1,Mujer,marzo,miércoles,(21:00 a 23:59),Choque,Desobedecer señales de tránsito,Conductor,Motocicleta,Sin localidad específica,(18 a 28) Juventud
12,2023,1,Hombre,julio,jueves,(00:00 a 02:59),Choque,Desobedecer señales de tránsito,Conductor,Motocicleta,Barrios Unidos,(29 a 59) Adultez
0,2023,1,Mujer,septiembre,martes,Sin información,Choque,Sin información,Conductor,Motocicleta,Sin localidad específica,(18 a 28) Juventud
0,2023,1,Hombre,febrero,domingo,(00:00 a 02:59),Choque,Desobedecer señales de tránsito,Conductor,Motocicleta,Sin localidad específica,(29 a 59) Adultez
0,2023,1,Mujer,febrero,lunes,(21:00 a 23:59),Choque,Sin información,Conductor,Motocicleta,Sin localidad específica,(18 a 28) Juventud
8,2023,1,Hombre,mayo,sábado,(06:00 a 08:59),Choque,Sin información,Conductor,Motocicleta,Kennedy,(18 a 28) Juventud
0,2023,1,Hombre,octubre,domingo,(18:00 a 20:59),Choque,Desobedecer señales de tránsito,Conductor,Motocicleta,Sin localidad específica,(18 a 28) Juventud
0,2023,1,Hombre,noviembre,viernes,(00:00 a 02:59),Choque,Desobedecer señales de tránsito,Conductor,Motocicleta,Sin localidad específica,(29 a 59) Adultez
0,2023,1,Hombre,agosto,jueves,Sin información,Choque,Sin información,Conductor,Motocicleta,Sin localidad específica,(29 a 59) Adultez
12,2023,1,Hombre,abril,miércoles,(00:00 a 02:59),Choque,Sin información,Conductor,Motocicleta,Barrios Unidos,(18 a 28) Juventud
19,2023,1,Hombre,septiembre,miércoles,(06:00 a 08:59),Choque,Sin información,Conductor,Motocicleta,Ciudad Bolívar,(29 a 59) Adultez
0,2023,1,Hombre,abril,jueves,Sin información,Choque,Sin información,Conductor,Motocicleta,Sin localidad específica,(29 a 59) Adultez
0,2023,1,Hombre,julio,sábado,(09:00 a 11:59),Choque,Desobedecer señales de tránsito,Conductor,Motocicleta,Sin localidad específica,(29 a 59) Adultez
7,2023,1,Hombre,diciembre,miércoles,Sin información,Choque,Sin información,Conductor,Motocicleta,Bosa,(18 a 28) Juventud
9,2023,1,Hombre,julio,sábado,(06:00 a 08:59),Volcamiento,Desobedecer señales de tránsito,Conductor,Motocicleta,Fontibón,(29 a 59) Adultez
0,2023,1,Hombre,febrero,miércoles,Sin información,Choque,Sin información,Conductor,Motocicleta,Sin localidad específica,(18 a 28) Juventud
9,2023,1,Hombre,abril,jueves,(21:00 a 23:59),Volcamiento,Desobedecer señales de tránsito,Conductor,Motocicleta,Fontibón,(29 a 59) Adultez
